filename,h2b_id,predicted_class_id,predicted_class_name,probability,maximum_radius,first_x_position,first_y_position
Field22_before_crop.mldatx_tracked - Copie.trxyt,1,0,Immobile,0.96844894,0.1168086071047854,1.0919661,16.055983
Field22_before_crop.mldatx_tracked - Copie.trxyt,4,2,Mobile,0.9999981,0.1688967777371728,1.3248401,15.04285
Field22_before_crop.mldatx_tracked - Copie.trxyt,5,0,Immobile,0.9450381,0.05833516927214682,1.4202838,15.165336
Field22_before_crop.mldatx_tracked - Copie.trxyt,13,0,Immobile,1.0,0.0633161685417712,1.5632731,3.1083702
Field22_before_crop.mldatx_tracked - Copie.trxyt,14,0,Immobile,0.9758699,0.10751789094369424,1.5651204,4.6419484
Field22_before_crop.mldatx_tracked - Copie.trxyt,23,2,Mobile,0.9999987,0.6409758277601191,1.073068,9.0377103
Field22_before_crop.mldatx_tracked - Copie.trxyt,24,2,Mobile,0.9999999,0.35616037321886246,1.0146039,9.1471975
Field22_before_crop.mldatx_tracked - Copie.trxyt,28,0,Immobile,0.9651945,0.06463834253351483,1.1641992,9.0079539
Field22_before_crop.mldatx_tracked - Copie.trxyt,33,0,Immobile,0.9950669,0.11049093437363955,1.66277,11.04285
Field22_before_crop.mldatx_tracked - Copie.trxyt,35,0,Immobile,0.999969,0.09871218366321263,1.6386967,11.079507
Field22_before_crop.mldatx_tracked - Copie.trxyt,38,0,Immobile,0.9724046,0.06642826051079403,1.6397874,10.964648
Field22_before_crop.mldatx_tracked - Copie.trxyt,41,2,Mobile,0.99999976,0.14294620330953192,1.5394653,11.021825
Field22_before_crop.mldatx_tracked - Copie.trxyt,43,2,Mobile,0.9999976,0.22170643176498045,1.5731885,11.016334
Field22_before_crop.mldatx_tracked - Copie.trxyt,54,2,Mobile,0.9999963,0.8182824107003708,1.7712738,1.3631107
Field22_before_crop.mldatx_tracked - Copie.trxyt,59,0,Immobile,1.0,0.08251386428091928,1.8174839,7.5372559
Field22_before_crop.mldatx_tracked - Copie.trxyt,60,0,Immobile,0.962212,0.08444214168541693,0.89135543,8.7871106
Field22_before_crop.mldatx_tracked - Copie.trxyt,61,0,Immobile,0.9564217,0.08360192740744662,0.8812213,8.7522546
Field22_before_crop.mldatx_tracked - Copie.trxyt,63,0,Immobile,0.91072077,0.015569845232692482,1.3436549,5.7896001
Field22_before_crop.mldatx_tracked - Copie.trxyt,71,0,Immobile,0.99735224,0.035349091470220646,0.85232883,9.1555605
Field22_before_crop.mldatx_tracked - Copie.trxyt,72,2,Mobile,0.99995995,0.25416829648299255,0.86805572,9.1433119
Field22_before_crop.mldatx_tracked - Copie.trxyt,74,0,Immobile,0.9473168,0.10017370750256833,1.1670246,9.2787633
Field22_before_crop.mldatx_tracked - Copie.trxyt,76,0,Immobile,0.9983759,0.045915798186244826,1.241145,9.0495092
Field22_before_crop.mldatx_tracked - Copie.trxyt,77,2,Mobile,0.99999964,0.19963610630805165,1.2599163,8.9302353
Field22_before_crop.mldatx_tracked - Copie.trxyt,78,2,Mobile,0.6645356,0.15349939196677578,1.5230134,8.8640947
Field22_before_crop.mldatx_tracked - Copie.trxyt,80,0,Immobile,0.9998578,0.1267435717005008,1.7764383,9.1214277
Field22_before_crop.mldatx_tracked - Copie.trxyt,81,0,Immobile,1.0,0.05737033160135967,1.9920509,3.1974362
Field22_before_crop.mldatx_tracked - Copie.trxyt,82,0,Immobile,0.9999244,0.18279709896625732,1.6345881,8.83165
Field22_before_crop.mldatx_tracked - Copie.trxyt,84,0,Immobile,0.99990046,0.062404722679778216,2.0444946,3.2635522
Field22_before_crop.mldatx_tracked - Copie.trxyt,85,2,Mobile,0.9999603,0.23761318161804496,1.1232875,8.4404943
Field22_before_crop.mldatx_tracked - Copie.trxyt,86,0,Immobile,0.9983759,0.049730841430746034,1.9939585,3.2095037
Field22_before_crop.mldatx_tracked - Copie.trxyt,88,2,Mobile,0.9999993,0.3151322492988937,1.2674589,8.5065756
Field22_before_crop.mldatx_tracked - Copie.trxyt,89,2,Mobile,0.99999976,0.2568681418831446,1.0473617,8.7747637
Field22_before_crop.mldatx_tracked - Copie.trxyt,92,0,Immobile,0.96400493,0.16211812748449805,1.4132802,8.6744361
Field22_before_crop.mldatx_tracked - Copie.trxyt,94,0,Immobile,1.0,0.12164700825404615,1.534596,8.6402451
Field22_before_crop.mldatx_tracked - Copie.trxyt,95,0,Immobile,0.9507385,0.15774627940249641,1.4813925,8.485043
Field22_before_crop.mldatx_tracked - Copie.trxyt,96,2,Mobile,0.9742662,0.1387485938260999,1.5616798,8.5656369
