filename,h2b_id,diffusion_coef
20220624_H2BHalo_Field5_1s_during-crop.mldatx_tracked copy.trxyt,140_cluster0,0.31787243078758626
,,0.24645047609437196
,,0.03635645347525817
,,0.4914344338395574
,,0.5434953726014217
,,0.04882783355913535
,,0.013065741128658928
,,0.04942531378243413
,,0.0233111480972541
,,0.16066114837109413
,,0.02927646447181739
,,0.4448063364114165
,,0.32486428588832034
,,0.07829641761436752
,,0.24548069004071524
,,0.2237436287862977
,,0.14973338401633435
,,0.03498810337425902
,,0.0316628354930798
,,0.10360274497624977
,,0.05295380037435585
,,0.09752486305859352
,,0.06710598014265814
,,0.14391324188703725
,,0.22540728348410577
,,0.8170090714880774
,,0.10103844944292305
,,0.018418282081456062
,,0.26932603919065784
,,0.289224472753059
,,0.48088229593792375
,,0.15188025398215443
,,1.5387183712628132
,,1.9317752642439452
,,0.20784547223645364
,,0.04057133100027023
,,0.05584879835930125
,,0.2311707449611452
,,0.49195708427841195
,,0.055990818235221146
,,0.05141861090426097
,,0.0031121501919527048
,,0.1778290408110469
,,0.2543490151428616
,,0.1894858646652915
,,0.15524118116431965
,,0.03002158796510745
,,0.029691927006106955
,,0.09482976832843121
,,1.3688333719515169
,,3.2236067938273734
,,0.36155696149956573
,,0.24287632371611337
,,0.0011521321949590545
,,0.22727833383653526
,,0.17867982910684832
,,0.25803890356365894
,,0.09746151543789022
,,0.7844130803629157
20220624_H2BHalo_Field5_1s_during-crop.mldatx_tracked copy.trxyt,19,0.1968546050605026
,,0.2299246662644993
,,0.04636596326224683
,,0.6071389175312655
,,0.14099728659700378
,,0.031975140624996984
,,0.28959097542650547
,,0.047879020244251703
,,0.26624405477526175
,,0.3670833001191198
,,0.1291804292105035
,,0.2410018334181165
20220624_H2BHalo_Field5_1s_during-crop.mldatx_tracked copy.trxyt,52,0.05941493142625121
,,0.2991394510662567
,,0.013933018182500237
,,0.025857109206250634
,,0.0682469302862408
,,0.2919570941342533
,,0.32755002237850694
,,0.06930035106425124
,,0.34571035577000675
,,0.15356917908800313
,,0.10684752231625194
,,0.029378437537250102
,,0.2112702958369657
20220624_H2BHalo_Field5_1s_during-crop.mldatx_tracked copy.trxyt,53,0.5298523147782611
,,0.06712185333025124
,,0.08922508278400164
,,0.12250224809000285
,,0.036996759660250546
,,0.008465627038500149
,,0.0004875086345000741
,,0.08640377011125183
,,0.22697432934521525
,,0.16668613950050368
,,0.0382278661780007
,,0.2970154328290058
,,0.15827597635250293
,,0.006337374322250019
,,0.2545177958585044
,,0.12313708912125183
,,0.0985467436129856
,,0.07377540008000166
,,0.15585008650225338
,,0.30401323015625853
,,0.21229141033300497
,,0.8029563280802667
,,0.017930612245250405
,,0.004044628317250076
,,0.09718263678123477
,,0.13205729517425344
,,0.11436478700200249
,,0.05594447700000136
,,0.03492889016425069
,,0.2706737964930058
,,0.016775234331250298
,,0.05038486421200144
,,0.10373417620000196
,,0.18892771391121918
,,0.018599670747250406
,,0.21056121240050366
,,0.03927109140125052
,,0.02001842707625038
,,0.12557709848525292
,,0.20827680635450482
,,0.13878152220250406
,,0.14300756070047613
,,0.039580578906250816
,,0.07082716711225216
,,0.005279539983249979
,,0.06866916632125102
,,0.036284581278250835
,,0.06317985625625137
,,0.20230192712046788
,,0.00568261076125001
,,0.09440996061025286
,,0.03688709039325052
,,0.07049339879850058
,,0.11215631662425118
,,0.001971219415250086
,,0.08037466758025141
,,0.06145427292100141
,,0.0342492089772446
,,0.03994547775250083
,,0.023110552494250248
,,0.005040516331250286
,,0.04705160874125094
,,0.2695836900965046
,,0.018001402152500724
,,0.04180045983625112
,,0.03563621341824436
,,0.10343390130125128
,,0.0044138495105001474
,,0.33615551500450813
,,0.18937868208425504
,,0.033178679937000494
,,0.0821984727072523
,,0.503305995205012
,,0.06429716188449022
,,0.151230544434254
,,0.23420446524725455
,,0.20291491328125377
,,0.004672634798500041
,,0.347966879600507
,,0.3416533689680062
,,0.047660313352500795
,,0.11877303264024218
,,0.07044632953525183
,,0.023172834802500684
,,0.16849530358250445
,,0.3069299154812567
,,0.027643656337623217
,,0.18578551925200396
,,0.16916564703650325
,,1.0637968602392713
20220624_H2BHalo_Field5_1s_during-crop.mldatx_tracked copy.trxyt,62,0.043546615709023864
,,0.0022493953102896893
,,0.055959403819852475
,,0.34994490022196195
,,0.01170861909776066
,,0.009652308191372767
,,0.01625181398172293
,,0.10556274293703762
,,0.10819883053906068
,,0.0810608631056773
,,0.2766287968608437
,,0.37591442276530623
,,0.06501484025247356
,,0.1457646188712506
,,0.2017122744011654
,,0.18265378283840927
,,0.001113498156740173
,,0.048328079517314375
,,0.008929098455562903
,,0.01825279079124722
,,0.01622152754676075
20220624_H2BHalo_Field5_1s_during-crop.mldatx_tracked copy.trxyt,85,0.036840231292507346
,,0.015189410836247648
,,0.03855984710650694
,,0.7404766475351349
,,1.7902511083603077
,,0.15047171627982842
,,0.7235105308241371
,,0.02395110806525013
20220624_H2BHalo_Field5_1s_during-crop.mldatx_tracked copy.trxyt,92,0.16249599849128235
,,0.032326483006245604
,,0.08801939194023772
,,0.001905225874000017
,,0.22656604414621725
,,0.08445080303126704
,,0.10636631337248369
,,0.2404201854500465
20220624_H2BHalo_Field5_1s_during-crop.mldatx_tracked copy.trxyt,94,1.8402417104250237
,,3.914117014505548
,,1.3357047644448483
,,0.08368052003861935
,,5.447996833586402
,,3.402521312673194
,,4.215302165825589
,,0.3435101951905692
,,2.7603305548808206
,,8.221705341933427
