Immobile:0.7689608915488597, Hybrid:0.17015787844391703, Mobile:0.060881230007223196
20220301_H2B Halo_Field3_no_ir001	2     	0   	Immobile 	12.683669	12.079526
20220301_H2B Halo_Field3_no_ir001	103   	0   	Immobile 	6.2677694	12.291978
20220301_H2B Halo_Field3_no_ir001	140   	0   	Immobile 	11.904879	14.287268
20220301_H2B Halo_Field3_no_ir001	172   	0   	Immobile 	11.801705	10.041904
20220301_H2B Halo_Field3_no_ir001	187   	0   	Immobile 	11.605151	16.185038
20220301_H2B Halo_Field3_no_ir001	248   	0   	Immobile 	6.6972807	13.99223 
20220301_H2B Halo_Field3_no_ir001	423   	0   	Immobile 	6.5325379	10.965945
20220301_H2B Halo_Field3_no_ir001	449   	0   	Immobile 	14.151553	10.436942
20220301_H2B Halo_Field3_no_ir001	463   	0   	Immobile 	4.5530711	8.4818419
20220301_H2B Halo_Field3_no_ir001	487   	0   	Immobile 	8.5996067	7.4189108
20220301_H2B Halo_Field3_no_ir001	518   	0   	Immobile 	14.221668	10.117681
20220301_H2B Halo_Field3_no_ir001	533   	0   	Immobile 	6.3214299	14.253422
20220301_H2B Halo_Field3_no_ir001	657   	0   	Immobile 	8.9205711	14.69234 
20220301_H2B Halo_Field3_no_ir001	664   	0   	Immobile 	5.6437082	13.811339
20220301_H2B Halo_Field3_no_ir001	704   	0   	Immobile 	4.4535311	10.099082
20220301_H2B Halo_Field3_no_ir001	741   	0   	Immobile 	4.1825348	7.0688906
20220301_H2B Halo_Field3_no_ir001	836   	0   	Immobile 	10.335182	14.458175
20220301_H2B Halo_Field3_no_ir001	887   	1   	Hybrid   	12.223559	14.834422
20220301_H2B Halo_Field3_no_ir001	894   	1   	Hybrid   	12.479541	14.85281 
20220301_H2B Halo_Field3_no_ir001	906   	0   	Immobile 	12.257188	15.036258
20220301_H2B Halo_Field3_no_ir001	992   	0   	Immobile 	10.288405	13.543191
20220301_H2B Halo_Field3_no_ir001	1073  	0   	Immobile 	5.2898491	5.6159409
20220301_H2B Halo_Field3_no_ir001	1116  	0   	Immobile 	8.7693088	7.3907116
20220301_H2B Halo_Field3_no_ir001	1209  	0   	Immobile 	9.8784413	12.890479
20220301_H2B Halo_Field3_no_ir001	1234  	0   	Immobile 	12.913302	13.2129  
20220301_H2B Halo_Field3_no_ir001	1362  	0   	Immobile 	4.8594007	12.649955
20220301_H2B Halo_Field3_no_ir001	1395  	0   	Immobile 	6.8073764	5.6309588
20220301_H2B Halo_Field3_no_ir001	1420  	0   	Immobile 	10.938674	9.1482585
20220301_H2B Halo_Field3_no_ir001	1451  	0   	Immobile 	7.0482217	14.05643 
20220301_H2B Halo_Field3_no_ir001	1625  	0   	Immobile 	11.715063	12.372289
20220301_H2B Halo_Field11_no_Ir	1     	1   	Hybrid   	2.7968611	15.612762
20220301_H2B Halo_Field11_no_Ir	2     	0   	Immobile 	3.0026552	6.5508091
20220301_H2B Halo_Field11_no_Ir	5     	0   	Immobile 	7.4656097	16.758554
20220301_H2B Halo_Field11_no_Ir	7     	0   	Immobile 	10.163645	9.8262108
20220301_H2B Halo_Field11_no_Ir	11    	0   	Immobile 	4.5688009	10.127791
20220301_H2B Halo_Field11_no_Ir	14    	1   	Hybrid   	13.246223	15.797672
20220301_H2B Halo_Field11_no_Ir	61    	0   	Immobile 	3.7125896	16.878793
20220301_H2B Halo_Field11_no_Ir	64    	0   	Immobile 	4.5898585	10.108617
20220301_H2B Halo_Field11_no_Ir	65    	0   	Immobile 	15.729665	10.573746
20220301_H2B Halo_Field11_no_Ir	67    	0   	Immobile 	9.3050321	11.154797
20220301_H2B Halo_Field11_no_Ir	93    	1   	Hybrid   	4.565588 	10.171849
20220301_H2B Halo_Field11_no_Ir	96    	1   	Hybrid   	3.6618675	16.909413
20220301_H2B Halo_Field11_no_Ir	100   	0   	Immobile 	4.5499894	10.05713 
20220301_H2B Halo_Field11_no_Ir	101   	0   	Immobile 	9.2557991	11.290359
20220301_H2B Halo_Field11_no_Ir	105   	0   	Immobile 	7.0719271	11.488941
20220301_H2B Halo_Field11_no_Ir	113   	0   	Immobile 	12.719157	14.77736 
20220301_H2B Halo_Field11_no_Ir	119   	0   	Immobile 	9.3138684	11.13526 
20220301_H2B Halo_Field11_no_Ir	120   	0   	Immobile 	2.0236678	12.634431
20220301_H2B Halo_Field11_no_Ir	128   	0   	Immobile 	4.6123052	10.119457
20220301_H2B Halo_Field11_no_Ir	148   	0   	Immobile 	12.715031	16.130618
20220301_H2B Halo_Field11_no_Ir	200   	0   	Immobile 	9.2429643	11.409112
20220301_H2B Halo_Field11_no_Ir	247   	2   	Mobile   	6.9329097	6.7605625
20220301_H2B Halo_Field11_no_Ir	250   	0   	Immobile 	2.2774627	19.573128
20220301_H2B Halo_Field11_no_Ir	261   	0   	Immobile 	6.9348086	6.7752222
20220301_H2B Halo_Field11_no_Ir	278   	0   	Immobile 	7.1799201	5.8140859
20220301_H2B Halo_Field11_no_Ir	308   	0   	Immobile 	7.1747972	5.8461068
20220301_H2B Halo_Field11_no_Ir	320   	0   	Immobile 	8.4412727	8.3448415
20220301_H2B Halo_Field11_no_Ir	323   	1   	Hybrid   	7.1530117	5.7704972
20220301_H2B Halo_Field11_no_Ir	326   	0   	Immobile 	3.7958226	8.5763618
20220301_H2B Halo_Field11_no_Ir	361   	0   	Immobile 	10.49766 	16.121283
20220301_H2B Halo_Field11_no_Ir	391   	0   	Immobile 	13.084697	17.519676
20220301_H2B Halo_Field11_no_Ir	401   	0   	Immobile 	10.520984	16.044683
20220301_H2B Halo_Field11_no_Ir	405   	0   	Immobile 	7.77875  	13.77589 
20220301_H2B Halo_Field11_no_Ir	426   	0   	Immobile 	10.693621	16.150039
20220301_H2B Halo_Field11_no_Ir	465   	0   	Immobile 	5.531839 	17.324444
20220301_H2B Halo_Field11_no_Ir	496   	0   	Immobile 	10.019962	13.411495
20220301_H2B Halo_Field11_no_Ir	508   	0   	Immobile 	10.098979	13.543266
20220301_H2B Halo_Field11_no_Ir	524   	0   	Immobile 	14.368502	7.4500245
20220301_H2B Halo_Field11_no_Ir	543   	0   	Immobile 	14.322135	7.5037224
20220301_H2B Halo_Field11_no_Ir	573   	1   	Hybrid   	3.0842252	7.9917193
20220301_H2B Halo_Field11_no_Ir	594   	0   	Immobile 	14.383962	7.5939461
20220301_H2B Halo_Field11_no_Ir	595   	0   	Immobile 	10.327132	6.123652 
20220301_H2B Halo_Field11_no_Ir	608   	0   	Immobile 	10.339442	6.0541001
20220301_H2B Halo_Field11_no_Ir	622   	0   	Immobile 	10.258969	6.1144462
20220301_H2B Halo_Field11_no_Ir	634   	0   	Immobile 	14.513717	8.0090713
20220301_H2B Halo_Field11_no_Ir	635   	1   	Hybrid   	7.6319147	11.31179 
20220301_H2B Halo_Field11_no_Ir	649   	0   	Immobile 	5.5558736	14.99018 
20220301_H2B Halo_Field11_no_Ir	655   	2   	Mobile   	9.5885815	7.7970035
20220301_H2B Halo_Field11_no_Ir	667   	0   	Immobile 	5.5406547	15.053057
20220301_H2B Halo_Field11_no_Ir	697   	0   	Immobile 	7.6436277	11.310997
20220301_H2B Halo_Field11_no_Ir	701   	2   	Mobile   	6.4450356	8.056947 
20220301_H2B Halo_Field11_no_Ir	712   	0   	Immobile 	5.4933282	15.049789
20220301_H2B Halo_Field11_no_Ir	713   	0   	Immobile 	12.215725	11.3433  
20220301_H2B Halo_Field11_no_Ir	716   	0   	Immobile 	9.486054 	9.6037652
20220301_H2B Halo_Field11_no_Ir	718   	2   	Mobile   	1.0428307	7.9046748
20220301_H2B Halo_Field11_no_Ir	736   	0   	Immobile 	10.448028	11.682199
20220301_H2B Halo_Field11_no_Ir	749   	0   	Immobile 	3.1705166	8.5162263
20220301_H2B Halo_Field11_no_Ir	752   	0   	Immobile 	3.0000306	15.664805
20220301_H2B Halo_Field11_no_Ir	757   	1   	Hybrid   	7.0413887	8.6854257
20220301_H2B Halo_Field11_no_Ir	767   	0   	Immobile 	11.857676	9.0418193
20220301_H2B Halo_Field11_no_Ir	773   	1   	Hybrid   	10.832068	16.071953
20220301_H2B Halo_Field11_no_Ir	777   	0   	Immobile 	5.8846048	13.192625
20220301_H2B Halo_Field11_no_Ir	788   	0   	Immobile 	2.0119843	12.297898
20220301_H2B Halo_Field11_no_Ir	808   	0   	Immobile 	12.352692	6.6842078
20220301_H2B Halo_Field11_no_Ir	814   	0   	Immobile 	14.271128	15.616002
20220301_H2B Halo_Field11_no_Ir	835   	0   	Immobile 	15.494706	9.001003 
20220301_H2B Halo_Field11_no_Ir	843   	0   	Immobile 	13.02189 	6.293414 
20220301_H2B Halo_Field11_no_Ir	925   	0   	Immobile 	5.6921945	16.418433
20220301_H2B Halo_Field11_no_Ir	944   	0   	Immobile 	4.2241972	19.98518 
20220301_H2B Halo_Field11_no_Ir	950   	0   	Immobile 	2.868347 	16.343546
20220301_H2B Halo_Field11_no_Ir	955   	0   	Immobile 	4.6415982	11.090165
20220301_H2B Halo_Field11_no_Ir	959   	0   	Immobile 	17.719692	10.941589
20220301_H2B Halo_Field11_no_Ir	971   	0   	Immobile 	17.271894	12.773805
20220301_H2B Halo_Field11_no_Ir	981   	0   	Immobile 	17.222607	12.866997
20220301_H2B Halo_Field11_no_Ir	997   	0   	Immobile 	2.8167376	16.114507
20220301_H2B Halo_Field11_no_Ir	1005  	0   	Immobile 	5.6013129	15.92799 
20220301_H2B Halo_Field11_no_Ir	1022  	0   	Immobile 	2.8800656	16.112148
20220301_H2B Halo_Field11_no_Ir	1023  	0   	Immobile 	6.6581681	16.072137
20220301_H2B Halo_Field11_no_Ir	1028  	0   	Immobile 	13.103518	16.040997
20220301_H2B Halo_Field11_no_Ir	1031  	0   	Immobile 	1.9404422	12.250693
20220301_H2B Halo_Field11_no_Ir	1036  	0   	Immobile 	4.1477919	19.956781
20220301_H2B Halo_Field11_no_Ir	1038  	0   	Immobile 	13.070864	16.04904 
20220301_H2B Halo_Field11_no_Ir	1051  	0   	Immobile 	7.8870024	6.9656147
20220301_H2B Halo_Field11_no_Ir	1052  	0   	Immobile 	7.7449721	16.166295
20220301_H2B Halo_Field11_no_Ir	1055  	0   	Immobile 	4.1977294	19.969319
20220301_H2B Halo_Field11_no_Ir	1059  	0   	Immobile 	7.7760568	16.110014
20220301_H2B Halo_Field11_no_Ir	1070  	0   	Immobile 	4.2285721	19.975525
20220301_H2B Halo_Field11_no_Ir	1082  	0   	Immobile 	4.1668404	19.993437
20220301_H2B Halo_Field11_no_Ir	1088  	0   	Immobile 	10.820296	12.688082
20220301_H2B Halo_Field11_no_Ir	1091  	0   	Immobile 	7.8998525	6.9057968
20220301_H2B Halo_Field11_no_Ir	1103  	0   	Immobile 	11.763263	7.8167933
20220301_H2B Halo_Field11_no_Ir	1139  	0   	Immobile 	3.2220922	13.63351 
20220301_H2B Halo_Field11_no_Ir	1170  	0   	Immobile 	4.0546074	19.993235
20220301_H2B Halo_Field11_no_Ir	1171  	0   	Immobile 	12.015028	17.82026 
20220301_H2B Halo_Field11_no_Ir	1181  	0   	Immobile 	2.4635109	13.389936
20220301_H2B Halo_Field11_no_Ir	1184  	0   	Immobile 	8.2671456	13.973201
20220301_H2B Halo_Field11_no_Ir	1191  	1   	Hybrid   	7.3991145	15.361935
20220301_H2B Halo_Field11_no_Ir	1200  	0   	Immobile 	10.192482	16.811893
20220301_H2B Halo_Field11_no_Ir	1210  	0   	Immobile 	16.241065	13.72973 
20220301_H2B Halo_Field11_no_Ir	1216  	0   	Immobile 	1.489363 	10.116633
20220301_H2B Halo_Field11_no_Ir	1237  	0   	Immobile 	16.243625	13.804632
20220301_H2B Halo_Field11_no_Ir	1246  	1   	Hybrid   	10.159875	16.938941
20220301_H2B Halo_Field11_no_Ir	1258  	1   	Hybrid   	10.197435	16.789229
20220301_H2B Halo_Field11_no_Ir	1264  	0   	Immobile 	16.204107	13.614831
20220301_H2B Halo_Field11_no_Ir	1273  	0   	Immobile 	11.047955	17.158429
20220301_H2B Halo_Field11_no_Ir	1279  	0   	Immobile 	16.302358	13.730623
20220301_H2B Halo_Field11_no_Ir	1289  	0   	Immobile 	2.9173589	12.122984
20220301_H2B Halo_Field11_no_Ir	1291  	0   	Immobile 	8.8646973	9.636522 
20220301_H2B Halo_Field11_no_Ir	1299  	0   	Immobile 	5.0005503	5.4082508
20220301_H2B Halo_Field11_no_Ir	1317  	0   	Immobile 	16.227396	13.683748
20220301_H2B Halo_Field11_no_Ir	1319  	0   	Immobile 	2.9063394	12.027381
20220301_H2B Halo_Field11_no_Ir	1326  	0   	Immobile 	2.0789485	12.253521
20220301_H2B Halo_Field11_no_Ir	1328  	0   	Immobile 	16.26364 	13.697275
20220301_H2B Halo_Field11_no_Ir	1332  	0   	Immobile 	1.9487916	12.184891
20220301_H2B Halo_Field11_no_Ir	1367  	0   	Immobile 	9.868173 	12.335334
20220301_H2B Halo_Field11_no_Ir	1374  	0   	Immobile 	5.0028155	11.143989
20220301_H2B Halo_Field11_no_Ir	1378  	0   	Immobile 	9.858854 	12.361063
20220301_H2B Halo_Field11_no_Ir	1382  	0   	Immobile 	8.2122286	18.88023 
20220301_H2B Halo_Field11_no_Ir	1390  	1   	Hybrid   	16.44057 	13.750597
20220301_H2B Halo_Field11_no_Ir	1418  	0   	Immobile 	4.8950243	8.8330327
20220301_H2B Halo_Field11_no_Ir	1449  	0   	Immobile 	12.163655	16.892681
20220301_H2B Halo_Field11_no_Ir	1458  	2   	Mobile   	6.5001906	17.219736
