filename,h2b_id,diffusion_coef
20220301_H2B Halo_Field5-30s_crop.mldatx_tracked copy.trxyt,27,0.4939954462689032
,,0.555252107518127
,,0.23248244463720233
,,0.27460469054439657
,,0.22344703281982237
,,0.07241831967772432
,,0.14571739553696145
,,0.1328147208805624
20220301_H2B Halo_Field5-30s_crop.mldatx_tracked copy.trxyt,28,0.0009258318739599969
,,0.15308943024428873
,,0.3137387295015623
,,0.19242515779050043
,,0.010254153857502528
,,0.21596719241248968
,,0.1874293581330892
,,0.12980565201800115
,,0.05807729725703198
,,0.00019414854128124083
,,0.01725183409661025
,,0.07522615532452634
,,0.3392165305800627
20220301_H2B Halo_Field5-30s_crop.mldatx_tracked copy.trxyt,33,0.1355724288540096
,,0.1397957257844932
,,0.020258528014011217
,,0.22750116997839864
,,0.03342076013599982
,,0.1023459663036044
,,0.11815793144056262
20220301_H2B Halo_Field5-30s_crop.mldatx_tracked copy.trxyt,58,0.0950876634370021
,,0.05458175259524878
,,0.04183101373725072
,,0.1144296461120017
,,0.18116406391525322
,,0.1412874210222409
,,0.13031406042250274
,,0.018528298586500253
,,0.23750593410100457
,,0.007312586152999874
,,0.01538770411250013
,,0.014943802432250347
,,0.03380984542224754
,,0.0838686845042512
,,0.5241712045000101
,,0.42704398377325836
,,0.18322266334525333
,,0.3291112171992271
,,0.3650238876342576
,,0.2324120873762555
,,0.03368443378325063
,,0.12835891143449094
,,0.08654257622600188
,,0.4058033700912583
,,0.14312552325025318
,,0.033171491794498
,,0.04356150983825097
,,0.08123201561412649
20220301_H2B Halo_Field5-30s_crop.mldatx_tracked copy.trxyt,67,0.05181575862800126
,,0.052033770048501245
,,0.05772077087299859
,,0.08432563201225173
,,0.013355487529625319
,,0.1251525260082413
,,0.08264422098650183
,,0.2905673526062564
20220301_H2B Halo_Field5-30s_crop.mldatx_tracked copy.trxyt,77,0.10361412948650138
,,0.1263849689502412
,,0.08891659724650251
,,0.09111684362500234
,,0.048938420845001024
,,0.1434109084962394
,,0.07950319190524999
,,0.05862402190525111
,,0.014994189293000566
,,0.05608241400399558
,,0.19057563042050205
,,0.29059742729125676
20220301_H2B Halo_Field5-30s_crop.mldatx_tracked copy.trxyt,85,0.010720048832089638
,,0.00350833927020983
,,0.05631113771615226
,,0.03859621406206484
,,0.038223433847290385
,,0.01655822984225002
,,0.004264264086370124
,,0.010802284068409941
,,0.023131630813808816
,,0.029974445003152675
,,0.020101184049961997
,,0.01043282719825062
,,0.0011321552682050171
,,0.11928978308266032
,,0.0649341471078243
,,0.014065343554249193
,,0.04722506433250095
,,0.04378227818041953
,,0.0030101699329020677
,,0.03371497444581474
,,0.037191634633330646
,,0.013723401211812807
,,0.009089505355353217
,,0.05548505310115378
,,0.021786031817472608
,,0.016664193021248323
,,0.00408491232500008
,,0.033350093266564844
,,0.029863751678500253
,,0.06964496214660529
,,0.025838620579692162
,,0.027800001023442045
,,0.00032023570105252667
,,0.01090206810190278
,,0.01625763144420849
,,0.04850796652101081
,,0.01647954741170325
,,0.03829171915281307
,,0.057809895407086156
,,0.07143910956682666
,,0.0578962496980122
,,0.00018686181760991887
,,0.04628570409155954
,,0.056805475968825306
,,0.1670766067662558
20220301_H2B Halo_Field5-30s_crop.mldatx_tracked copy.trxyt,93,0.06672711642125051
,,0.05972711610125019
,,0.02121927365724986
,,0.0644556870612509
,,0.04639989983049189
,,0.03711422653250023
,,0.04846879911625173
,,0.011368460440250307
,,0.11260886420125348
20220301_H2B Halo_Field5-30s_crop.mldatx_tracked copy.trxyt,137,0.05717507875697054
,,0.1486519689712799
,,0.12606124142793582
,,0.055511252662510835
,,0.2015543607432897
,,0.19242055116103848
,,0.46459424987201325
,,0.05433019202001091
,,0.09631800367226963
,,0.1556147609702812
,,0.025358939543236446
,,0.05790639512051159
,,0.022755212656254593
,,0.03596794575648144
20220301_H2B Halo_Field5-30s_crop.mldatx_tracked copy.trxyt,154,0.07772183660066787
,,0.03621434841998156
,,0.00177662253044039
,,0.0270657101100675
,,0.07380864429526454
,,0.013743816406665754
,,0.05771532690507439
,,0.024764708277145768
,,0.02860838353559548
20220301_H2B Halo_Field5-30s_crop.mldatx_tracked copy.trxyt,155,0.019851181685880216
,,0.0783537592190395
,,0.015266727741125447
,,0.0046870916674876615
,,0.09866832242242113
,,0.07883071316277587
,,0.02282573372481665
,,0.017838841368631633
,,0.008636251883804229
,,0.018629798016375574
,,0.09113077042892491
,,0.047608388329432
,,0.021548460458894792
,,0.0716562408745765
,,0.07226886679098571
,,0.050449365474283074
,,0.013802524994825727
,,0.037784992010417434
,,0.07475654414062126
,,0.11216569612246229
,,0.0409139361704983
20220301_H2B Halo_Field5-30s_crop.mldatx_tracked copy.trxyt,159,0.0033062757280906924
,,0.001969675132359018
,,0.0017201719514602894
,,0.022391902087295034
,,0.027649706206225165
,,0.05566308211871237
,,0.13152554352171544
,,0.00759064489849178
,,0.3809506487830445
,,0.17854828474693704
,,0.02221994826835666
,,0.1379822721909818
,,0.3539584832292237
,,0.35066023458209256
,,0.023538835666006692
,,0.19405494490951045
,,0.04586942352307152
,,0.03471686137549699
